brand,model_year,mileage,fuel_type,transmission,exterior_color,interior_color,accident,clean_title,price,engine_size_L,car_age,miles_per_year
BMW,2020,25520,Gasoline,Automatic,Gray,Black,None reported,No,84900,4.4,5,5104.0
Tesla,2020,30554,Gasoline,Automatic,Blue,Black,None reported,No,41999,Unknown,5,6110.8
Volvo,2023,17000,Gasoline,Automatic,Gray,Blue,None reported,Yes,54900,Unknown,2,8500.0
Mercedes-Benz,2011,41314,Gasoline,Unknown,Red,White,At least 1 accident or damage reported,Yes,30999,5.5,14,2951.0
Land,2020,49899,Gasoline,Unknown,White,Black,At least 1 accident or damage reported,Yes,64500,5.0,5,9979.8
Ford,2012,186268,E85 Flex Fuel,Automatic,Blue,Black,None reported,Yes,4500,3.0,13,14328.307692307691
Lexus,2016,51335,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,25995,3.5,9,5703.888888888889
Porsche,2019,10400,Gasoline,Automatic,Gray,Black,None reported,Yes,99750,2.5,6,1733.3333333333333
Mercedes-Benz,2020,20622,Gasoline,Automatic,White,Black,None reported,No,142998,4.0,5,4124.4
RAM,2022,19376,Gasoline,Automatic,White,Black,None reported,Yes,45861,5.7,3,6458.666666666667
Audi,2020,12245,Gasoline,Automatic,Black,Red,None reported,No,187900,5.2,5,2449.0
Mitsubishi,2006,77000,Gasoline,Manual,Silver,Black,None reported,Yes,57000,2.0,19,4052.631578947368
Acura,2013,40000,Gasoline,Automatic,Blue,Gray,None reported,Yes,24000,3.5,12,3333.333333333333
Cadillac,2012,113000,Gasoline,Automatic,White,Beige,None reported,Yes,10000,3.0,13,8692.307692307691
Chevrolet,2022,7600,Gasoline,Manual,Gray,Black,At least 1 accident or damage reported,Yes,46000,6.2,3,2533.333333333333
Toyota,2022,20400,Hybrid,CVT,White,Gray,None reported,Yes,29900,2.5,3,6800.0
Ford,2019,115000,Gasoline,Automatic,White,Gray,None reported,Yes,39000,3.5,6,19166.666666666668
Lexus,2012,239000,Hybrid,Automatic,Black,Black,None reported,Yes,7000,3.5,13,18384.615384615383
Jaguar,2014,62194,Gasoline,Automatic,Black,Black,None reported,No,32998,3.0,11,5654.0
Jeep,2020,22138,Gasoline,Automatic,Black,Black,None reported,No,38598,3.6,5,4427.6
Porsche,2017,48900,Gasoline,Unknown,Blue,Black,None reported,Yes,62500,2.5,8,6112.5
Audi,2014,21800,Gasoline,Unknown,White,Black,None reported,Yes,117000,5.2,11,1981.8181818181815
Lincoln,2016,68200,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16750,3.7,9,7577.777777777777
Chevrolet,2001,139000,Gasoline,Automatic,Red,Gray,None reported,Yes,7000,4.3,24,5791.666666666667
Mercedes-Benz,2021,76100,Gasoline,Automatic,Black,Black,None reported,Yes,130000,4.0,4,19025.0
Lexus,2022,14330,Gasoline,Automatic,Black,Red,None reported,No,54998,3.5,3,4776.666666666667
BMW,2019,41906,Gasoline,Automatic,Blue,White,At least 1 accident or damage reported,Yes,45999,4.4,6,6984.333333333333
Chevrolet,2016,164000,Gasoline,Automatic,Black,Red,None reported,Yes,21500,6.2,9,18222.222222222223
Ford,2013,161933,Hybrid,Automatic,Blue,Black,None reported,Yes,7945,2.0,12,13494.416666666666
Hyundai,2022,22829,Gasoline,Automatic,Gray,Black,None reported,No,34580,2.5,3,7609.666666666667
Lexus,2023,5483,Gasoline,Automatic,White,Black,None reported,No,59950,2.4,2,2741.5
Land,2020,46891,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,31000,2.0,5,9378.2
Chevrolet,2019,72000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,39000,5.3,6,12000.0
Porsche,2020,3400,Gasoline,Manual,White,Black,None reported,Yes,129900,4.0,5,680.0
Chevrolet,2021,18000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,30000,3.6,4,4500.0
Jeep,2021,30630,Gasoline,Automatic,Blue,Black,None reported,No,39998,3.6,4,7657.5
Toyota,2007,24985,Gasoline,Automatic,Silver,Silver,Unknown,No,33580,4.0,18,1388.0555555555557
GMC,2023,9978,Gasoline,Automatic,White,Gold,None reported,Yes,93999,6.2,2,4989.0
Ford,2018,18500,Gasoline,Manual,Blue,Black,At least 1 accident or damage reported,Yes,77999,5.2,7,2642.8571428571427
Cadillac,2021,72843,Gasoline,Automatic,Metallic,Brown,None reported,Yes,79990,6.2,4,18210.75
Buick,2017,67500,Gasoline,Automatic,Black,Beige,None reported,Yes,20000,3.6,8,8437.5
Tesla,2020,43534,Gasoline,Automatic,Black,Black,None reported,Yes,65990,Unknown,5,8706.8
Mercedes-Benz,2017,36900,Gasoline,Automatic,Gray,Beige,None reported,Yes,28500,2.0,8,4612.5
Chevrolet,2017,61720,E85 Flex Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,No,39998,5.3,8,7715.0
Kia,2022,35938,Gasoline,Automatic,White,Black,None reported,No,43329,3.8,3,11979.333333333334
Toyota,2023,10748,Hybrid,Automatic,Black,Black,None reported,No,63100,3.4,2,5374.0
Audi,2023,4457,Gasoline,Automatic,Black,Black,None reported,No,107900,4.0,2,2228.5
Nissan,2018,108206,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,No,26498,5.6,7,15458.0
Land,2020,32705,Diesel,Automatic,Blue,Beige,None reported,No,46598,3.0,5,6541.0
Kia,2020,74026,Gasoline,Automatic,Red,Black,None reported,No,32913,3.8,5,14805.2
Lexus,2020,24651,Gasoline,Automatic,White,Black,None reported,No,45950,3.5,5,4930.2
BMW,2022,13000,Hybrid,Unknown,Gray,Orange,None reported,Yes,69000,3.0,3,4333.333333333333
Land,2023,11700,Hybrid,Unknown,Gray,White,None reported,Yes,133500,3.0,2,5850.0
Chevrolet,2015,77500,Diesel,Automatic,Black,Brown,None reported,Yes,54000,6.6,10,7750.0
Maserati,2007,82000,Gasoline,Unknown,Black,Black,At least 1 accident or damage reported,Yes,7999,4.2,18,4555.555555555556
Dodge,2017,1389,Gasoline,Manual,Black,Black,None reported,Yes,489995,8.4,8,173.625
Ford,2021,29830,Gasoline,Automatic,Metallic,Black,None reported,No,55329,3.5,4,7457.5
Mazda,2016,83100,Gasoline,Automatic,White,White,None reported,Yes,17800,Unknown,9,9233.333333333334
Kia,2019,62660,Gasoline,Automatic,White,Black,None reported,Yes,16500,2.4,6,10443.333333333334
Land,2018,56006,Gasoline,Unknown,Silver,White,None reported,Yes,59000,5.0,7,8000.857142857143
Lexus,2021,31365,Hybrid,Unknown,Beige,Red,None reported,No,52998,3.5,4,7841.25
Lincoln,2004,27600,Gasoline,Automatic,Black,White,None reported,Yes,14900,4.6,21,1314.2857142857142
Honda,2012,47245,Gasoline,Manual,White,Black,None reported,Yes,19600,2.4,13,3634.230769230769
Lexus,2017,73948,Hybrid,Automatic,White,Beige,None reported,Yes,31990,3.5,8,9243.5
RAM,2019,36757,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,31953,3.6,6,6126.166666666667
Tesla,2023,4786,Gasoline,Automatic,White,White,None reported,Yes,48000,Unknown,2,2393.0
Audi,2023,1900,Gasoline,Unknown,Gray,Black,None reported,Yes,78900,2.5,2,950.0
Hyundai,2014,52060,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,15000,3.8,11,4732.727272727273
Porsche,2008,58000,Gasoline,Manual,Silver,Black,None reported,Yes,41500,3.4,17,3411.764705882353
Ford,2010,52246,Diesel,Manual,Beige,Gray,None reported,Yes,26095,6.4,15,3483.0666666666666
Kia,2016,64290,Gasoline,Automatic,White,Black,None reported,No,16999,2.0,9,7143.333333333333
Nissan,2009,37500,Gasoline,Manual,Silver,Orange,None reported,Yes,21500,3.7,16,2343.75
Genesis,2023,2121,Gasoline,Automatic,White,Red,None reported,Yes,40750,2.0,2,1060.5
Land,2013,57000,Gasoline,Unknown,White,Beige,None reported,Yes,26000,5.0,12,4750.0
Mercedes-Benz,2020,22000,Gasoline,Automatic,White,Beige,None reported,Yes,69500,4.0,5,4400.0
Ford,2023,2000,Gasoline,Automatic,Black,Black,None reported,Yes,66500,2.7,2,1000.0
RAM,2018,61802,E85 Flex Fuel,Automatic,Black,Gray,None reported,Yes,32000,3.6,7,8828.857142857143
Dodge,2010,73000,Gasoline,Automatic,Black,Black,None reported,Yes,17500,Unknown,15,4866.666666666667
Chevrolet,2013,110000,Gasoline,Automatic,Gray,Black,None reported,Yes,7500,Unknown,12,9166.666666666666
Jeep,2013,106700,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,13500,3.6,12,8891.666666666666
Audi,2013,75965,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,35999,4.2,12,6330.416666666667
Jeep,2022,31804,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,48995,3.6,3,10601.333333333334
Mazda,1992,125800,Gasoline,Manual,Red,Black,None reported,Yes,11500,Unknown,33,3812.121212121212
Chrysler,2005,116320,Gasoline,Automatic,Gray,Red,At least 1 accident or damage reported,Yes,6000,3.2,20,5816.0
Audi,2011,156875,Gasoline,Manual,Black,Red,At least 1 accident or damage reported,Yes,9900,4.2,14,11205.357142857143
Tesla,2023,197,Gasoline,Automatic,Blue,Black,None reported,Yes,85000,Unknown,2,98.5
Cadillac,2020,35200,Gasoline,Automatic,Blue,Black,None reported,Yes,28500,2.0,5,7040.0
Maserati,2014,76000,Gasoline,Automatic,Black,Black,None reported,Yes,19000,3.0,11,6909.090909090909
Jaguar,2019,29000,Gasoline,Automatic,White,Black,None reported,Yes,34500,2.0,6,4833.333333333333
BMW,2019,33499,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,44495,4.4,6,5583.166666666667
Acura,2019,25779,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,No,30999,3.5,6,4296.5
GMC,2015,76296,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,9500,2.4,10,7629.6
BMW,2014,29553,Gasoline,Automatic,Black,Gray,None reported,Yes,12800,0.65,11,2686.6363636363635
Nissan,2011,109902,Gasoline,Automatic,Blue,Gray,None reported,Yes,4500,1.8,14,7850.142857142857
Mercedes-Benz,2019,23083,Gasoline,Automatic,White,Beige,None reported,Yes,33500,2.0,6,3847.1666666666665
Toyota,2003,143600,Gasoline,Manual,Black,Black,None reported,Yes,4199,1.8,22,6527.272727272727
RAM,2021,22000,Gasoline,Automatic,Black,Black,None reported,Yes,54800,5.7,4,5500.0
Mercedes-Benz,2022,13000,Hybrid,Automatic,Silver,Black,None reported,Yes,81500,3.0,3,4333.333333333333
Audi,2018,53000,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,28000,2.0,7,7571.428571428572
Lincoln,2019,44741,Gasoline,Automatic,Beige,Beige,None reported,Yes,52999,3.5,6,7456.833333333333
Audi,2008,202000,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,5700,3.2,17,11882.35294117647
Chevrolet,2006,215000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,6995,6.0,19,11315.78947368421
Mercedes-Benz,2019,77138,Gasoline,Automatic,White,Black,None reported,No,49998,4.0,6,12856.333333333334
Volvo,2018,90641,Gasoline,Automatic,White,Orange,None reported,No,25999,2.0,7,12948.714285714286
Toyota,2011,177702,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,7700,2.5,14,12693.0
Mercedes-Benz,2018,58350,Gasoline,Automatic,Black,Black,None reported,Yes,29497,2.0,7,8335.714285714286
Chevrolet,2010,86170,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17000,3.6,15,5744.666666666667
Mazda,2012,36568,Gasoline,Manual,Blue,Beige,At least 1 accident or damage reported,Yes,20199,2.0,13,2812.923076923077
Ford,2015,54357,Gasoline,Automatic,White,Gray,None reported,Yes,16250,1.6,10,5435.7
Mercedes-Benz,2015,20394,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,No,59598,5.5,10,2039.4
Kia,2023,7578,Hybrid,Automatic,White,Gray,None reported,No,31113,1.6,2,3789.0
Porsche,2010,64800,Gasoline,Manual,Gray,Gray,At least 1 accident or damage reported,Yes,20900,2.9,15,4320.0
Toyota,2016,117780,Gasoline,Automatic,Gray,Black,None reported,Yes,27750,4.0,9,13086.666666666666
Hyundai,2019,33100,Gasoline,Automatic,Black,Black,None reported,Yes,18200,Unknown,6,5516.666666666667
Land,2016,86202,Gasoline,Automatic,Black,Black,None reported,Yes,18750,2.0,9,9578.0
Ford,2012,163000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,19550,5.4,13,12538.46153846154
Mercedes-Benz,2004,35400,Gasoline,Automatic,Black,Gray,None reported,Yes,24900,5.0,21,1685.7142857142858
Jeep,2018,31000,Gasoline,Automatic,Gray,Black,None reported,Yes,22000,2.4,7,4428.571428571428
Mercedes-Benz,2018,103069,Gasoline,Automatic,Blue,Brown,None reported,No,40998,4.0,7,14724.142857142857
Mercedes-Benz,2021,22480,Gasoline,Automatic,White,Brown,None reported,Yes,135800,4.0,4,5620.0
Tesla,2016,91000,Gasoline,Automatic,Silver,White,None reported,Yes,39500,Unknown,9,10111.111111111111
Lexus,2010,41500,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,44800,5.0,15,2766.6666666666665
BMW,2010,91545,Gasoline,Automatic,Black,Black,None reported,Yes,13000,3.0,15,6103.0
Audi,2022,4100,Hybrid,Automatic,Blue,Black,None reported,Yes,162500,4.0,3,1366.6666666666667
Buick,2006,110000,Gasoline,Automatic,Gold,Beige,None reported,Yes,5000,4.6,19,5789.473684210527
Lincoln,2016,88000,Gasoline,Unknown,Black,Black,None reported,Yes,18500,2.7,9,9777.777777777776
Nissan,2018,42833,Gasoline,Unknown,Blue,Gray,None reported,Yes,37000,5.6,7,6119.0
Porsche,2020,23278,Gasoline,Automatic,Blue,unknown,None reported,No,114998,3.0,5,4655.6
Mercedes-Benz,1993,106983,Gasoline,Automatic,White,Gray,None reported,Yes,15300,Unknown,32,3343.21875
BMW,2015,60100,Gasoline,Automatic,Blue,Beige,None reported,Yes,24995,3.0,10,6010.0
Jeep,2022,17381,Gasoline,Automatic,Red,Black,None reported,Yes,69685,5.7,3,5793.666666666667
Cadillac,2013,63172,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,12995,2.5,12,5264.333333333333
Ford,2010,72000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,10900,2.0,15,4800.0
Kia,2022,4820,Gasoline,Automatic,Red,Black,None reported,Yes,47500,Unknown,3,1606.6666666666667
Audi,2014,67900,Gasoline,Manual,Silver,Black,Unknown,No,25990,3.0,11,6172.727272727273
Toyota,2018,51000,Gasoline,Automatic,Black,Gray,None reported,Yes,38000,5.7,7,7285.714285714285
Jeep,2013,54500,Gasoline,Automatic,Green,Black,None reported,Yes,35000,3.6,12,4541.666666666667
Maserati,2006,61840,Gasoline,Unknown,Gray,Beige,None reported,Yes,16500,4.2,19,3254.736842105264
Mercedes-Benz,2006,28950,Gasoline,Automatic,Blue,Beige,Unknown,No,16750,5.0,19,1523.6842105263158
GMC,2002,300000,Diesel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,5000,6.6,23,13043.478260869566
Nissan,2011,103400,Gasoline,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,17000,4.0,14,7385.714285714285
BMW,2023,816,Gasoline,Automatic,White,Black,None reported,No,109900,4.4,2,408.0
Porsche,2016,719,Gasoline,Manual,White,Black,None reported,Yes,489000,4.0,9,79.88888888888889
Land,2023,3678,Hybrid,Automatic,White,Black,None reported,No,81998,3.0,2,1839.0
Ford,2016,107000,E85 Flex Fuel,Automatic,White,Gray,At least 1 accident or damage reported,Yes,22000,5.0,9,11888.888888888889
BMW,2022,5018,Gasoline,Automatic,Unknown,Black,None reported,No,114998,4.4,3,1672.6666666666667
Porsche,2010,13850,Gasoline,Manual,Black,Black,None reported,Yes,71400,3.8,15,923.3333333333334
Volvo,2008,46700,Gasoline,Automatic,White,Beige,Unknown,No,11400,3.2,17,2747.058823529412
Chrysler,2021,21478,Gasoline,Automatic,Silver,Black,None reported,No,27798,3.6,4,5369.5
Honda,2020,64200,Hybrid,CVT,White,Black,At least 1 accident or damage reported,Yes,20499,1.5,5,12840.0
Porsche,2006,31075,Gasoline,Automatic,Black,Black,None reported,Yes,36250,3.4,19,1635.5263157894738
Tesla,2022,25250,Gasoline,Automatic,White,White,None reported,Yes,47800,Unknown,3,8416.666666666666
BMW,2020,35400,Gasoline,Automatic,Orange,Black,None reported,Yes,71950,4.4,5,7080.0
Audi,2004,74030,Gasoline,Manual,Silver,Gray,None reported,Yes,16000,4.2,21,3525.2380952380954
Ford,2021,48549,Diesel,Automatic,Blue,Black,None reported,No,69998,6.7,4,12137.25
Kia,2023,5182,Gasoline,Automatic,White,Black,None reported,Yes,32500,2.0,2,2591.0
RAM,2019,31681,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,33500,3.6,6,5280.166666666667
BMW,2020,23430,Gasoline,Automatic,White,Black,None reported,No,80998,6.6,5,4686.0
Mercedes-Benz,2015,30300,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,29000,3.0,10,3030.0
Cadillac,2016,112000,Gasoline,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes,14599,3.6,9,12444.444444444443
INFINITI,2014,127356,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,19990,3.7,11,11577.818181818182
Volkswagen,2017,50600,Gasoline,Automatic,Red,Brown,At least 1 accident or damage reported,Yes,28890,3.6,8,6325.0
Chevrolet,2011,194000,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,9950,5.3,14,13857.142857142857
Toyota,2021,33455,Gasoline,Automatic,Green,Black,None reported,Yes,44750,5.7,4,8363.75
BMW,2022,43000,Gasoline,Automatic,Gray,Black,None reported,Yes,35750,2.0,3,14333.333333333334
Mercedes-Benz,2016,46102,Gasoline,Automatic,Black,Beige,None reported,Yes,35300,4.7,9,5122.444444444444
Cadillac,2019,59000,Gasoline,Automatic,Black,Black,None reported,Yes,21000,3.6,6,9833.333333333334
Jaguar,2004,134000,Gasoline,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,9500,4.2,21,6380.952380952381
Chevrolet,2020,3715,Gasoline,Automatic,Black,Black,None reported,Yes,150000,6.2,5,743.0
Mercedes-Benz,2012,100245,Diesel,Automatic,White,unknown,At least 1 accident or damage reported,Yes,24000,3.0,13,7711.153846153846
Mercedes-Benz,2022,8583,Gasoline,Automatic,Silver,Black,None reported,No,42999,2.0,3,2861.0
Dodge,2003,141800,Gasoline,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,5700,4.7,22,6445.454545454545
Audi,2012,77000,Gasoline,Automatic,White,Black,None reported,Yes,13800,2.0,13,5923.076923076923
Audi,2018,67035,Gasoline,Unknown,Pink,Brown,At least 1 accident or damage reported,Yes,31500,2.0,7,9576.42857142857
Audi,2012,61450,Gasoline,Automatic,White,Gray,None reported,Yes,19500,3.0,13,4726.923076923077
Porsche,2015,39500,Gasoline,Unknown,Black,Black,None reported,Yes,52590,4.8,10,3950.0
Mercedes-Benz,2020,6600,Gasoline,Unknown,Black,Beige,None reported,Yes,128900,4.0,5,1320.0
Chevrolet,2023,2300,Gasoline,Manual,Red,Black,None reported,Yes,51500,6.2,2,1150.0
Audi,2023,10601,Hybrid,Automatic,Black,Black,None reported,No,61998,3.0,2,5300.5
Maserati,2018,18000,Gasoline,Unknown,Red,Black,None reported,Yes,67000,4.7,7,2571.428571428572
GMC,2022,31681,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,No,67963,6.6,3,10560.333333333334
Cadillac,2020,24114,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,No,49427,3.6,5,4822.8
Jeep,2022,22109,Gasoline,Automatic,White,Black,Unknown,No,43389,3.6,3,7369.666666666667
Chevrolet,2012,148000,E85 Flex Fuel,Automatic,Black,Black,None reported,Yes,18000,5.3,13,11384.615384615385
BMW,2018,41000,Gasoline,Unknown,White,White,None reported,Yes,60200,4.4,7,5857.142857142857
Nissan,2009,127600,E85 Flex Fuel,Automatic,Brown,Gray,None reported,Yes,19500,5.6,16,7975.0
Dodge,2005,138450,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,19000,8.3,20,6922.5
GMC,2013,230000,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,15500,5.3,12,19166.666666666668
Lexus,2017,53649,Gasoline,Automatic,Black,Red,None reported,Yes,33000,3.5,8,6706.125
Mercedes-Benz,2012,174000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11999,4.6,13,13384.615384615385
INFINITI,2022,49860,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,47645,5.6,3,16620.0
Mercedes-Benz,2021,13650,Gasoline,Automatic,Blue,Black,None reported,Yes,75000,4.0,4,3412.5
BMW,2016,134000,Gasoline,Automatic,Brown,Brown,At least 1 accident or damage reported,Yes,13500,2.0,9,14888.888888888889
Porsche,2014,78000,Gasoline,Unknown,Brown,Brown,None reported,Yes,68000,3.4,11,7090.909090909091
Porsche,2005,65750,Gasoline,Automatic,Blue,Gray,None reported,Yes,21750,3.2,20,3287.5
BMW,2021,18000,Gasoline,Automatic,Black,Black,None reported,Yes,94000,4.4,4,4500.0
Ford,2007,121630,Gasoline,Automatic,White,Black,None reported,Yes,9450,4.0,18,6757.222222222223
Rivian,2023,4500,Gasoline,Automatic,Silver,Gray,None reported,Yes,89999,Unknown,2,2250.0
Volvo,2022,9408,Hybrid,Automatic,Black,Gray,None reported,No,61999,2.0,3,3136.0
BMW,2016,120000,Gasoline,Automatic,White,White,None reported,Yes,16000,2.0,9,13333.333333333334
Cadillac,2016,168600,Gasoline,Automatic,White,Beige,None reported,Yes,29500,6.2,9,18733.33333333333
Chevrolet,2004,43705,Gasoline,Manual,Gray,Black,None reported,Yes,25900,5.7,21,2081.190476190476
Audi,2013,111000,Gasoline,Unknown,Blue,Beige,None reported,Yes,11500,2.0,12,9250.0
Audi,2012,64549,Gasoline,Unknown,Silver,Black,None reported,Yes,17000,2.0,13,4965.307692307692
Buick,2007,53000,Gasoline,Automatic,Red,Gray,None reported,Yes,6500,3.8,18,2944.4444444444443
Chevrolet,2017,13465,Gasoline,Automatic,White,Black,None reported,Yes,44900,6.2,8,1683.125
